# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Jan  9 21:25:33 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.11, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.41497 9.6022729874 2.6254304178    9.599  4.152  4.2602  3.261    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.610 -3.885 -3.969 -3.739
0.0152 0.01508 7.41497 9.6025829315 2.6254307748    9.599  4.158  4.2482  3.207    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.624 -3.969 -4.050 -3.830
0.0152 0.01508 7.41497 9.6028823853 2.6254311196    9.599  4.163  4.2362  3.154    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.637 -4.051 -4.128 -3.919
0.0152 0.01508 7.41497 9.6031713486 2.6254314524    9.600  4.167  4.2242  3.102    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.647 -4.131 -4.204 -4.006
0.0152 0.01508 7.41497 9.6034507751 2.6254317742    9.600  4.170  4.2122  3.051    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.655 -4.208 -4.278 -4.090
0.0152 0.01508 7.41497 9.6037206650 2.6254320849    9.600  4.172  4.2002  3.001    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.661 -4.283 -4.350 -4.173
0.0152 0.01508 7.41497 9.6039810181 2.6254323847    9.600  4.174  4.1882  2.951    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.665 -4.357 -4.419 -4.254
0.0152 0.01508 7.41497 9.6042909622 2.6254327415    9.601  4.175  4.1733  2.890    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.668 -4.445 -4.503 -4.352
0.0152 0.01508 7.41497 9.6045293808 2.6254330160    9.601  4.175  4.1612  2.842    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.669 -4.514 -4.568 -4.429
0.0152 0.01508 7.41497 9.6047573090 2.6254332783    9.601  4.175  4.1492  2.794    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.668 -4.582 -4.632 -4.504
0.0152 0.01508 7.41497 9.6050271988 2.6254335890    9.602  4.174  4.1343  2.735    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.666 -4.664 -4.709 -4.595
0.0152 0.01508 7.41497 9.6052341461 2.6254338272    9.602  4.173  4.1222  2.688    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.663 -4.728 -4.769 -4.667
0.0152 0.01508 7.41497 9.6054306030 2.6254340533    9.602  4.172  4.1102  2.641    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.659 -4.791 -4.828 -4.738
0.0152 0.01508 7.41497 9.6056642532 2.6254343222    9.602  4.169  4.0952  2.584    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.653 -4.867 -4.898 -4.823
0.0152 0.01508 7.41497 9.6058416367 2.6254345263    9.602  4.167  4.0832  2.538    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.648 -4.926 -4.953 -4.890
0.0152 0.01508 7.41497 9.6060104370 2.6254347206    9.602  4.165  4.0711  2.492    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.642 -4.983 -5.006 -4.955
0.0152 0.01508 7.41497 9.6062107086 2.6254349510    9.603  4.161  4.0561  2.435    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.633 -5.050 -5.068 -5.033
0.0152 0.01508 7.41497 9.6063623428 2.6254351255    9.603  4.158  4.0441  2.391    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.625 -5.102 -5.115 -5.093
0.0152 0.01508 7.41497 9.6065082550 2.6254352934    9.603  4.155  4.0320  2.346    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.617 -5.152 -5.160 -5.152
0.0152 0.01508 7.41497 9.6066789627 2.6254354898    9.603  4.150  4.0170  2.290    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.606 -5.212 -5.214 -5.222
0.0152 0.01508 7.41497 9.6068086624 2.6254356391    9.603  4.147  4.0049  2.245    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.597 -5.257 -5.255 -5.276
0.0152 0.01508 7.41497 9.6069326401 2.6254357817    9.604  4.143  3.9929  2.201    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.587 -5.301 -5.294 -5.329
0.0152 0.01508 7.41497 9.6070508957 2.6254359177    9.604  4.139  3.9809  2.157    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.577 -5.343 -5.331 -5.379
0.0152 0.01508 7.41497 9.6071634293 2.6254360472    9.604  4.135  3.9689  2.113    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.567 -5.383 -5.366 -5.428
0.0152 0.01508 7.41497 9.6072969437 2.6254362008    9.604  4.129  3.9538  2.058    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.554 -5.430 -5.406 -5.487
0.0152 0.01508 7.41497 9.6073980331 2.6254363171    9.604  4.125  3.9419  2.015    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.543 -5.463 -5.433 -5.531
0.0152 0.01508 7.41497 9.6074953079 2.6254364290    9.604  4.121  3.9299  1.972    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.532 -5.492 -5.455 -5.573
0.0152 0.01508 7.41497 9.6075887680 2.6254365365    9.604  4.116  3.9179  1.928    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.520 -5.514 -5.467 -5.613
0.0152 0.01508 7.41497 9.6076774597 2.6254366385    9.604  4.111  3.9059  1.885    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.508 -5.530 -5.472 -5.649
0.0152 0.01508 7.41497 9.6077623367 2.6254367362    9.604  4.106  3.8938  1.842    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.496 -5.540 -5.469 -5.683
0.0152 0.01508 7.41497 9.6078424454 2.6254368283    9.604  4.101  3.8819  1.799    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.483 -5.544 -5.457 -5.713
0.0152 0.01508 7.41497 9.6079387665 2.6254369391    9.604  4.095  3.8668  1.745    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.466 -5.542 -5.432 -5.748
0.0152 0.01508 7.41497 9.6080112457 2.6254370225    9.604  4.089  3.8548  1.702    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.453 -5.536 -5.405 -5.775
0.0152 0.01508 7.41497 9.6080799103 2.6254371014    9.605  4.084  3.8429  1.660    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.439 -5.526 -5.373 -5.800
0.0152 0.01508 7.41497 9.6081457138 2.6254371771    9.605  4.078  3.8308  1.618    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.425 -5.514 -5.336 -5.824
0.0152 0.01508 7.41497 9.6082077026 2.6254372484    9.605  4.072  3.8189  1.576    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.410 -5.499 -5.294 -5.843
0.0152 0.01508 7.41497 9.6082677841 2.6254373175    9.605  4.066  3.8068  1.534    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.394 -5.481 -5.249 -5.862
0.0152 0.01508 7.41497 9.6083250046 2.6254373833    9.605  4.059  3.7947  1.492    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.378 -5.459 -5.198 -5.876
0.0152 0.01508 7.41497 9.6083784103 2.6254374448    9.605  4.053  3.7828  1.451    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.361 -5.436 -5.144 -5.890
0.0152 0.01508 7.41497 9.6084299088 2.6254375040    9.605  4.046  3.7710  1.411    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.344 -5.408 -5.080 -5.902
0.0152 0.01508 7.41497 9.6084794998 2.6254375610    9.605  4.038  3.7589  1.370    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.325 -5.377 -5.016 -5.905
0.0152 0.01508 7.41497 9.6085376740 2.6254376279    9.605  4.028  3.7439  1.320    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.301 -5.332 -4.929 -5.901
0.0152 0.01508 7.41497 9.6085815430 2.6254376784    9.605  4.020  3.7321  1.281    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.280 -5.291 -4.856 -5.891
0.0152 0.01508 7.41497 9.6086244583 2.6254377277    9.605  4.011  3.7201  1.242    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.258 -5.244 -4.776 -5.873
0.0152 0.01508 7.41497 9.6086654663 2.6254377749    9.605  4.002  3.7084  1.204    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.234 -5.192 -4.694 -5.849
0.0152 0.01508 7.41497 9.6087055206 2.6254378210    9.605  3.991  3.6968  1.168    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.208 -5.135 -4.605 -5.817
0.0152 0.01508 7.41497 9.6087455750 2.6254378670    9.605  3.980  3.6857  1.135    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.180 -5.073 -4.514 -5.779
0.0152 0.01508 7.41497 9.6087884903 2.6254379164    9.605  3.966  3.6749  1.106    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.146 -5.007 -4.426 -5.729
0.0152 0.01508 7.41497 9.6088371277 2.6254379723    9.605  3.949  3.6647  1.082    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.104 -4.930 -4.329 -5.668
0.0152 0.01508 7.41497 9.6088981628 2.6254380425    9.605  3.929  3.6551  1.064    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.052 -4.839 -4.215 -5.595
0.0152 0.01508 7.41497 9.6090021133 2.6254381620    9.605  3.900  3.6456  1.055    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.981 -4.723 -4.069 -5.500
0.0152 0.01508 7.41497 9.6091098785 2.6254382859    9.606  3.876  3.6378  1.048    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.919 -4.622 -3.944 -5.418
0.0152 0.01508 7.41497 9.6091938019 2.6254383825    9.606  3.861  3.6320  1.040    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.882 -4.554 -3.856 -5.364
0.0152 0.01508 7.41497 9.6092348099 2.6254384296    9.606  3.868  3.6285  1.018    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.400e-04 6.720e-03 -1.000 1.527e-02 -4.901 -4.554 -3.843 -5.373
0.0152 0.01508 7.41497 9.6093435287 2.6254385546    9.606  3.906  3.6186  0.941    3  0.000  0.536    39.15    27.74    19.37    13.99    11.58  4    -1e-30      0.00 7.092e-01 2.755e-01 2.699e-03 7.428e-04 6.720e-03 -1.000 1.527e-02 -4.994 -4.590 -3.838 -5.435
0.0152 0.01508 7.41497 9.6093902588 2.6254386083    9.606  3.938  3.6136  0.889    3  0.000  0.527    44.11    30.46    21.18    15.32    12.68  4    -1e-30      0.00 7.092e-01 2.755e-01 2.656e-03 7.688e-04 6.720e-03 -1.000 1.527e-02 -5.074 -4.638 -3.864 -5.498
0.0152 0.01508 7.41497 9.6094350815 2.6254386599    9.606  3.979  3.6083  0.826    3  0.000  0.503    51.01    34.13    23.61    17.11    14.16  4    -1e-30      0.00 7.091e-01 2.755e-01 2.536e-03 8.742e-04 6.720e-03 -1.000 1.531e-02 -5.178 -4.707 -3.908 -5.583
0.0152 0.01508 7.41497 9.6094713211 2.6254387016    9.606  4.019  3.6037  0.769    3  0.000  0.472    58.32    37.90    26.09    18.94    15.68  4    -1e-30      0.00 7.091e-01 2.755e-01 2.379e-03 1.050e-03 6.720e-03 -1.000 1.536e-02 -5.277 -4.775 -3.951 -5.664
0.0152 0.01508 7.41497 9.6094961166 2.6254387301    9.606  4.048  3.6006  0.728    3  0.000  0.450    64.11    40.82    28.01    20.35    16.85  4    -1e-30      0.00 7.091e-01 2.755e-01 2.269e-03 1.182e-03 6.720e-03 -1.000 1.537e-02 -5.349 -4.825 -3.985 -5.724
0.0152 0.01508 7.41497 9.6095046997 2.6254387399    9.606  4.057  3.5996  0.714    3  0.000  0.445    66.13    41.82    28.66    20.83    17.26  4    -1e-30      0.00 7.091e-01 2.755e-01 2.243e-03 1.215e-03 6.720e-03 -1.000 1.537e-02 -5.372 -4.841 -3.996 -5.744
0.0152 0.01508 7.41497 9.6095399857 2.6254387805    9.606  4.097  3.5956  0.658    3  0.000  0.427    75.29    46.29    31.58    22.99    19.05  4    -1e-30      0.00 7.090e-01 2.756e-01 2.151e-03 1.332e-03 6.716e-03 -1.000 1.536e-02 -5.472 -4.909 -4.040 -5.826
0.0152 0.01508 7.41497 9.6095495224 2.6254387915    9.606  4.107  3.5946  0.644    3  0.000  0.423    77.77    47.48    32.36    23.56    19.52  4    -1e-30      0.00 7.090e-01 2.757e-01 2.131e-03 1.359e-03 6.714e-03 -1.000 1.535e-02 -5.497 -4.926 -4.051 -5.847
0.0152 0.01508 7.41497 9.6095733643 2.6254388189    9.606  4.130  3.5923  0.611    3  0.000  0.417    83.81    50.35    34.22    24.94    20.67  4    -1e-30      0.00 7.088e-01 2.759e-01 2.094e-03 1.421e-03 6.695e-03 -1.000 1.535e-02 -5.556 -4.966 -4.077 -5.895
0.0152 0.01508 7.41497 9.6096124649 2.6254388638    9.606  4.164  3.5889  0.565    3  0.000  0.409    93.39    54.80    37.11    27.08    22.44  4    -1e-30      0.00 7.085e-01 2.761e-01 2.045e-03 1.502e-03 6.670e-03 -1.000 1.536e-02 -5.639 -5.022 -4.111 -5.963
0.0152 0.01508 7.41497 9.6096677780 2.6254389274    9.606  4.200  3.5853  0.514    3  0.000  0.401   104.91    60.03    40.48    29.58    24.52  4    -1e-30      0.00 7.082e-01 2.764e-01 2.001e-03 1.578e-03 6.645e-03 -1.000 1.537e-02 -5.729 -5.079 -4.141 -6.034
0.0152 0.01508 7.41497 9.6097583771 2.6254390316    9.606  4.236  3.5815  0.462    3  0.000  0.396   118.24    65.92    44.27    32.39    26.86  4    -1e-30      0.00 7.076e-01 2.771e-01 1.962e-03 1.672e-03 6.595e-03 -1.000 1.537e-02 -5.821 -5.136 -4.170 -6.106
0.0152 0.01508 7.41497 9.6099710464 2.6254392761    9.606  4.267  3.5784  0.419    3  0.000  0.395   130.75    71.33    47.73    34.96    29.00  4    -1e-30      0.00 7.057e-01 2.790e-01 1.924e-03 1.805e-03 6.496e-03 -1.000 1.537e-02 -5.898 -5.181 -4.186 -6.165
0.0152 0.01508 7.41497 9.6107234955 2.6254401411    9.607  4.314  3.5735  0.352    3  0.000  0.394   152.46    80.44    53.54    39.29    32.60  4    -1e-30      0.00 6.999e-01 2.847e-01 1.857e-03 2.070e-03 6.288e-03 -1.000 1.537e-02 -6.016 -5.245 -4.200 -6.253
0.0152 0.01508 7.41497 9.6117563248 2.6254413281    9.608  4.356  3.5694  0.295    3  0.000  0.393   174.12    89.26    59.12    43.46    36.06  4    -1e-30      0.00 6.927e-01 2.919e-01 1.799e-03 2.310e-03 6.096e-03 -1.000 1.537e-02 -6.119 -5.301 -4.210 -6.329
0.0152 0.01508 7.41497 9.6139554977 2.6254438547    9.610  4.388  3.5662  0.249    3  0.000  0.393   193.42    96.92    63.96    47.07    39.07  4    -1e-30      0.00 6.869e-01 2.977e-01 1.764e-03 2.457e-03 5.978e-03 -1.000 1.537e-02 -6.201 -5.341 -4.206 -6.387
0.0152 0.01508 7.41497 9.6155986786 2.6254457416    9.612  4.406  3.5645  0.225    3  0.000  0.393   204.73   101.33    66.74    49.14    40.79  4    -1e-30      0.00 6.838e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.535e-02 -6.245 -5.363 -4.204 -6.419
0.0152 0.01508 7.41497 9.6364583969 2.6254696313    9.633  4.377  3.5681  0.269    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.838e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -6.173 -5.337 -4.228 -6.374
0.0152 0.01508 7.41497 9.6582212448 2.6254944288    9.655  4.341  3.5723  0.323    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.838e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -6.082 -5.298 -4.239 -6.312
0.0152 0.01508 7.41497 9.6753492355 2.6255138550    9.672  4.307  3.5762  0.373    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.838e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.998 -5.256 -4.237 -6.252
0.0152 0.01508 7.41497 9.6918334961 2.6255324766    9.689  4.274  3.5801  0.423    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.838e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.915 -5.217 -4.238 -6.193
0.0152 0.01508 7.41497 9.7088108063 2.6255515791    9.706  4.245  3.5837  0.467    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.842 -5.177 -4.226 -6.139
0.0152 0.01508 7.41497 9.7315731049 2.6255770706    9.729  4.214  3.5879  0.516    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.765 -5.139 -4.219 -6.084
0.0152 0.01508 7.41497 9.7648296356 2.6256140689    9.762  4.195  3.5923  0.554    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.718 -5.129 -4.237 -6.058
0.0152 0.01508 7.41497 9.8053417206 2.6256587494    9.802  4.181  3.5971  0.589    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.008e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.683 -5.131 -4.267 -6.044
0.0152 0.01508 7.41497 9.8226327896 2.6256776906    9.820  4.194  3.6014  0.593    4  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.536e-02 -5.715 -5.196 -4.354 -6.096
0.0152 0.01508 7.41497 9.8603630066 2.6257187564    9.858  4.278  3.6397  0.664    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -5.925 -5.639 -4.952 -6.439
0.0152 0.01508 7.41497 9.8645439148 2.6257232847    9.862  4.314  3.7781  1.183    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.015 -6.091 -5.787 -6.559
0.0152 0.01508 7.41497 9.8666124344 2.6257255234    9.864  4.326  3.8022  1.267    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.045 -6.134 -5.895 -6.525
0.0152 0.01508 7.41497 9.8675079346 2.6257264923    9.865  4.335  3.8114  1.295    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.068 -6.160 -5.943 -6.522
