# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Jan  9 21:25:33 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.11, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.41497 1.5000000000 2.5388844597    1.500  0.707  3.8636  4.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.527e-02 3.003 2.996 3.160 2.707
0.0152 0.01508 7.41497 1.5499999523 2.5428511323    1.550  0.769  3.8769  4.319    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.85e-14      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.527e-02 2.848 2.850 2.994 2.592
0.0152 0.01508 7.41497 1.6000000238 2.5465340628    1.600  0.829  3.8902  4.325    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.63e-14      0.00 7.095e-01 2.752e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.527e-02 2.696 2.709 2.834 2.484
0.0152 0.01508 7.41497 1.6500000954 2.5499614852    1.649  0.886  3.9027  4.332    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-14      0.00 7.095e-01 2.752e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.526e-02 2.554 2.581 2.687 2.386
0.0152 0.01508 7.41497 1.7000000477 2.5531580802    1.699  0.942  3.9147  4.337    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.526e-02 2.415 2.459 2.548 2.294
0.0152 0.01508 7.41497 1.7500000000 2.5561455243    1.749  0.996  3.9260  4.341    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.526e-02 2.281 2.345 2.419 2.208
0.0152 0.01508 7.41497 1.7999999523 2.5589429085    1.799  1.047  3.9368  4.345    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.752e-01 2.706e-03 7.391e-04 6.713e-03 -1.000 1.526e-02 2.152 2.239 2.300 2.127
0.0152 0.01508 7.41497 1.8500000238 2.5615671203    1.849  1.096  3.9469  4.348    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.752e-01 2.706e-03 7.391e-04 6.712e-03 -1.000 1.526e-02 2.030 2.145 2.195 2.052
0.0152 0.01508 7.41497 1.9000000954 2.5640331317    1.899  1.143  3.9565  4.351    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.752e-01 2.706e-03 7.390e-04 6.712e-03 -1.000 1.525e-02 1.911 2.056 2.097 1.981
0.0152 0.01508 7.41497 1.9500001669 2.5663542767    1.950  1.190  3.9658  4.353    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.751e-01 2.706e-03 7.390e-04 6.712e-03 -1.000 1.525e-02 1.795 1.973 2.005 1.912
0.0152 0.01508 7.41497 2.0000000000 2.5685424513    2.000  1.235  3.9746  4.355    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.751e-01 2.706e-03 7.389e-04 6.711e-03 -1.000 1.527e-02 1.683 1.896 1.921 1.848
0.0152 0.01508 7.41497 2.0499999523 2.5706083333    2.050  1.278  3.9830  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.751e-01 2.706e-03 7.389e-04 6.711e-03 -1.000 1.526e-02 1.575 1.823 1.842 1.786
0.0152 0.01508 7.41497 2.0999999046 2.5725614918    2.099  1.320  3.9910  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.389e-04 6.711e-03 -1.000 1.524e-02 1.470 1.752 1.766 1.725
0.0152 0.01508 7.41497 2.1500000954 2.5744105556    2.149  1.361  3.9988  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.711e-03 -1.000 1.525e-02 1.367 1.685 1.694 1.667
0.0152 0.01508 7.41497 2.2000000477 2.5761632879    2.199  1.401  4.0063  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.711e-03 -1.000 1.527e-02 1.267 1.619 1.624 1.609
0.0152 0.01508 7.41497 2.2500000000 2.5778267375    2.249  1.440  4.0137  4.357    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.710e-03 -1.000 1.527e-02 1.170 1.557 1.559 1.554
0.0152 0.01508 7.41497 2.2999999523 2.5794072884    2.299  1.478  4.0206  4.356    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.710e-03 -1.000 1.527e-02 1.075 1.496 1.494 1.499
0.0152 0.01508 7.41497 2.3724067211 2.5815608950    2.371  1.531  4.0301  4.354    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.710e-03 -1.000 1.525e-02 0.942 1.409 1.403 1.421
0.0152 0.01508 7.41497 2.4000000954 2.5823423892    2.399  1.551  4.0336  4.354    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.710e-03 -1.000 1.524e-02 0.892 1.377 1.369 1.391
0.0152 0.01508 7.41497 2.5999999046 2.5874412955    2.600  1.687  4.0576  4.348    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.552 1.158 1.140 1.189
0.0152 0.01508 7.41497 2.8000001907 2.5917117867    2.800  1.813  4.0790  4.340    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.238 0.954 0.928 0.999
0.0152 0.01508 7.41497 3.0000000000 2.5953341962    3.000  1.929  4.0982  4.331    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.053 0.765 0.733 0.822
0.0152 0.01508 7.41497 3.0399553776 2.5959924910    3.040  1.952  4.1019  4.329    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.109 0.730 0.696 0.788
0.0152 0.01508 7.41497 3.2000000477 2.5984409005    3.199  2.038  4.1162  4.321    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.326 0.591 0.552 0.657
0.0152 0.01508 7.41497 3.4000000954 2.6011310876    3.398  2.141  4.1326  4.311    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.582 0.426 0.383 0.502
0.0152 0.01508 7.41497 3.4936115742 2.6022692429    3.492  2.187  4.1398  4.306    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.696 0.352 0.307 0.432
0.0152 0.01508 7.41497 3.6000001431 2.6034804607    3.598  2.237  4.1478  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.823 0.271 0.223 0.355
0.0152 0.01508 7.41497 3.8000001907 2.6055477311    3.798  2.328  4.1621  4.289    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.051 0.125 0.073 0.217
0.0152 0.01508 7.41497 3.8334376812 2.6058692352    3.832  2.343  4.1643  4.288    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.088 0.102 0.048 0.194
0.0152 0.01508 7.41497 4.0000000000 2.6073790840    4.001  2.415  4.1754  4.279    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.267 -0.014 -0.070 0.085
0.0152 0.01508 7.41497 4.1833076477 2.6088819444    4.181  2.491  4.1870  4.268    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.457 -0.136 -0.196 -0.031
0.0152 0.01508 7.41497 4.1999998093 2.6090113217    4.198  2.498  4.1880  4.267    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.474 -0.147 -0.207 -0.041
0.0152 0.01508 7.41497 4.4000000954 2.6104741055    4.397  2.577  4.1999  4.256    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.672 -0.275 -0.339 -0.163
0.0152 0.01508 7.41497 4.4663429260 2.6109261811    4.464  2.602  4.2036  4.252    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.735 -0.316 -0.381 -0.202
0.0152 0.01508 7.41497 4.5999999046 2.6117915791    4.597  2.652  4.2111  4.245    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.861 -0.398 -0.465 -0.280
0.0152 0.01508 7.41497 4.7493772507 2.6126927841    4.747  2.707  4.2190  4.236    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.997 -0.488 -0.557 -0.365
0.0152 0.01508 7.41497 4.8000001907 2.6129836005    4.798  2.725  4.2216  4.233    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.042 -0.518 -0.588 -0.393
0.0152 0.01508 7.41497 5.0000000000 2.6140666223    4.999  2.795  4.2316  4.220    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.217 -0.634 -0.707 -0.504
0.0152 0.01508 7.41497 5.0028500557 2.6140813375    5.002  2.796  4.2317  4.220    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.220 -0.636 -0.709 -0.506
0.0152 0.01508 7.41497 5.1999998093 2.6150544000    5.200  2.863  4.2411  4.208    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.387 -0.748 -0.824 -0.613
0.0152 0.01508 7.41497 5.2394862175 2.6152391959    5.240  2.876  4.2429  4.205    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.420 -0.770 -0.847 -0.634
0.0152 0.01508 7.41497 5.3999996185 2.6159585084    5.401  2.929  4.2501  4.194    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.552 -0.860 -0.939 -0.720
0.0152 0.01508 7.41497 5.4599800110 2.6162148494    5.461  2.948  4.2527  4.190    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.600 -0.894 -0.973 -0.752
0.0152 0.01508 7.41497 5.5999994278 2.6167887546    5.601  2.993  4.2585  4.180    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.712 -0.971 -1.052 -0.826
0.0152 0.01508 7.41497 5.8000001907 2.6175535027    5.801  3.055  4.2665  4.164    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.868 -1.081 -1.165 -0.931
0.0152 0.01508 7.41497 5.9114766121 2.6179540232    5.912  3.089  4.2708  4.156    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.953 -1.142 -1.226 -0.989
0.0152 0.01508 7.41497 6.0000000000 2.6182599138    6.000  3.116  4.2740  4.148    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.020 -1.190 -1.275 -1.036
0.0152 0.01508 7.41497 6.1251997948 2.6186752277    6.125  3.153  4.2785  4.138    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.113 -1.257 -1.344 -1.101
0.0152 0.01508 7.41497 6.1999998093 2.6189141709    6.200  3.176  4.2811  4.131    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.169 -1.298 -1.385 -1.140
0.0152 0.01508 7.41497 6.3313531876 2.6193180999    6.330  3.214  4.2856  4.120    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.264 -1.368 -1.457 -1.207
0.0152 0.01508 7.41497 6.4000000954 2.6195216279    6.399  3.234  4.2878  4.114    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.314 -1.405 -1.495 -1.243
0.0152 0.01508 7.41497 6.5441808701 2.6199331591    6.542  3.274  4.2924  4.101    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.416 -1.481 -1.572 -1.316
0.0152 0.01508 7.41497 6.7757239342 2.6205520926    6.772  3.340  4.2992  4.078    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.579 -1.605 -1.698 -1.437
0.0152 0.01508 7.41497 6.9622654915 2.6210164500    6.958  3.392  4.3041  4.057    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.710 -1.708 -1.803 -1.537
0.0152 0.01508 7.41497 7.0000000000 2.6211069280    6.996  3.402  4.3051  4.053    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.736 -1.729 -1.824 -1.558
0.0152 0.01508 7.41497 7.1673469543 2.6214950154    7.164  3.448  4.3090  4.033    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.850 -1.822 -1.917 -1.648
0.0152 0.01508 7.41497 7.3584637642 2.6219134908    7.356  3.500  4.3130  4.009    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.979 -1.928 -2.026 -1.752
0.0152 0.01508 7.41497 7.5357184410 2.6222798743    7.534  3.547  4.3163  3.985    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.098 -2.030 -2.128 -1.852
0.0152 0.01508 7.41497 7.7008471489 2.6226038001    7.700  3.592  4.3189  3.960    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.209 -2.127 -2.226 -1.948
0.0152 0.01508 7.41497 7.9273610115 2.6230229968    7.928  3.654  4.3213  3.921    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.364 -2.270 -2.370 -2.090
0.0152 0.01508 7.41497 8.0000000000 2.6231516585    8.001  3.673  4.3219  3.907    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.414 -2.317 -2.417 -2.136
0.0152 0.01508 7.41497 8.0203943253 2.6231873004    8.021  3.679  4.3221  3.904    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.427 -2.330 -2.430 -2.149
0.0152 0.01508 7.41497 8.2282199860 2.6235389501    8.228  3.734  4.3228  3.863    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.565 -2.465 -2.565 -2.284
0.0152 0.01508 7.41497 8.4019718170 2.6238176420    8.400  3.780  4.3225  3.824    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.681 -2.585 -2.685 -2.404
0.0152 0.01508 7.41497 8.5749015808 2.6240821585    8.572  3.828  4.3207  3.778    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.799 -2.715 -2.815 -2.535
0.0152 0.01508 7.41497 8.7667417526 2.6243616046    8.762  3.881  4.3173  3.721    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.932 -2.869 -2.968 -2.691
0.0152 0.01508 7.41497 8.9458961487 2.6246101644    8.940  3.931  4.3119  3.658    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.058 -3.028 -3.126 -2.853
0.0152 0.01508 7.41497 9.0000000000 2.6246829947    8.995  3.947  4.3094  3.635    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.097 -3.082 -3.179 -2.908
0.0152 0.01508 7.41497 9.0932531357 2.6248061884    9.088  3.973  4.3053  3.597    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.162 -3.172 -3.268 -3.000
0.0152 0.01508 7.41497 9.2312536240 2.6249832549    9.227  4.012  4.2978  3.534    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.260 -3.313 -3.407 -3.145
0.0152 0.01508 7.41497 9.3507270813 2.6251317052    9.346  4.047  4.2897  3.472    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.349 -3.450 -3.542 -3.286
0.0152 0.01508 7.41497 9.4625453949 2.6252667455    9.458  4.083  4.2819  3.411    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.437 -3.584 -3.674 -3.426
0.0152 0.01508 7.41497 9.5232057571 2.6253384795    9.519  4.103  4.2795  3.383    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.488 -3.650 -3.740 -3.493
0.0152 0.01508 7.41497 9.5657958984 2.6253882199    9.562  4.122  4.2862  3.393    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.536 -3.661 -3.752 -3.500
0.0152 0.01508 7.41497 9.5877256393 2.6254136332    9.584  4.138  4.2983  3.426    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.576 -3.631 -3.726 -3.464
0.0152 0.01508 7.41497 9.5947504044 2.6254217456    9.591  4.154  4.3120  3.466    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.614 -3.593 -3.691 -3.417
0.0152 0.01508 7.41497 9.5975866318 2.6254250171    9.594  4.170  4.3232  3.495    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.654 -3.570 -3.671 -3.389
0.0152 0.01508 7.41497 9.5989246368 2.6254265597    9.595  4.186  4.3323  3.515    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.695 -3.560 -3.664 -3.375
0.0152 0.01508 7.41497 9.5994529724 2.6254271687    9.596  4.192  4.3357  3.523    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.709 -3.555 -3.660 -3.368
0.0152 0.01508 7.41497 9.6000671387 2.6254278765    9.597  4.170  4.3284  3.515    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.656 -3.542 -3.644 -3.358
0.0152 0.01508 7.41497 9.6005086899 2.6254283853    9.597  4.153  4.3195  3.497    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.612 -3.547 -3.647 -3.368
0.0152 0.01508 7.41497 9.6008634567 2.6254287941    9.597  4.142  4.3096  3.468    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.586 -3.577 -3.674 -3.403
0.0152 0.01508 7.41497 9.6012592316 2.6254292500    9.598  4.138  4.2969  3.422    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.575 -3.639 -3.733 -3.472
0.0152 0.01508 7.41497 9.6016159058 2.6254296609    9.598  4.140  4.2845  3.370    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.581 -3.716 -3.807 -3.556
0.0152 0.01508 7.41497 9.6019515991 2.6254300476    9.598  4.146  4.2723  3.316    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.594 -3.800 -3.887 -3.647
