Gmag,G_BPmag,G_RPmag,Gmag_abs
10.461768,10.780586,9.982053,4.636553304491416
10.379448,10.695378,9.906587,4.5619108920375755
16.336767000000002,18.29665,15.022345,10.538887493208156
11.260827,11.70938,10.6437645,5.472284498916663
13.801901,14.454853,12.376549,7.982143760578552
16.97491,18.434813,15.464737,11.1838742078321
17.187082,19.222408,15.868769,11.430697906335501
17.276314000000003,19.41095,15.940475,11.681399140591875
16.265594,18.051071,14.992278,10.409356071657907
15.870445000000002,17.79331,14.563694,10.162232812119887
16.155706,17.887817000000002,14.894341,10.415316877844184
7.5196595,7.534692,7.457977,1.6756702189288193
11.007118,11.401102,10.444058,5.363557854584229
14.714085,16.329179999999997,13.478898999999998,8.97941759319227
16.741728,18.595535,15.369141,11.016754331658651
8.221698,8.303242,8.048074,2.418682843690787
17.733078,19.98412,16.382675,11.797586408717677
15.631467,16.339712,14.084596,9.792622844577778
18.804754,20.84348,17.465868,12.907391026001019
16.085606,17.850514999999998,14.819616,10.156615256762201
18.812973,21.142775,17.406876,12.854079019393216
15.695396,17.364344,14.449554999999998,9.871999544535765
12.599709,12.444516,10.886883,6.649964712965581
16.212823999999998,17.860924,14.925926,10.33070979274078
14.440247,15.674804,13.328928,8.575420261568013
13.4648695,14.449585,12.40618,7.623774140607058
16.209602,18.020523,14.92461,10.40953457661126
17.101038,19.112959,15.762061,11.106385653997048
17.693748,19.850441,16.348515,11.79289577272293
14.184404999999998,15.55,12.979013,8.331215990914092
13.648623,14.676428,12.638862,7.8868733434870695
15.851532,17.58587,14.50705,10.023749123203084
15.456197,16.719799,14.333932999999998,9.658242745630126
10.683411,11.010494,10.189407,4.719387806392042
11.262685,11.6873665,10.666657,5.439870568350015
16.495354000000003,18.214394,15.180854,10.722969444349275
16.424139,18.252895,15.136648999999998,10.536206275519952
18.020674,20.173697,16.65194,12.140778858058537
15.368507,17.015787,14.12783,9.444381919859321
17.575401,19.487307,16.253878,11.474874209909053
15.3878565,16.931318,14.1775465,9.34712692362845
17.739418,19.83287,16.360917999999998,11.685170487646735
15.570524,17.175348,14.342968,9.616856524555768
10.636616,10.971116,10.141303,4.710519284896524
16.151964000000003,17.988851999999998,14.78781,10.076127447482428
14.792198,16.108171,13.645183,8.785234840792425
16.696913000000002,18.585032,15.395565,10.566324625678975
15.444328,16.956951,14.245863,9.301537851763916
17.384514000000003,19.393213,16.065113,11.216726148604813
16.681496,18.42432,15.383051000000002,10.65011437424999
11.062174,11.463742,10.494915,5.242996007659407
14.441894,15.656818,13.333772,8.610271203849
16.607570000000003,18.237251,15.277708,10.595694772853994
15.924363,17.57116,14.684637,9.984290844056288
16.589975,18.58059,15.260319,10.675307804823852
17.783241,19.159348,16.552288,11.828418378556792
8.821626,9.040076,8.431507,2.865835224400657
17.491217000000002,19.46387,16.154642000000003,11.729026693402652
15.873779,17.558605,14.621022,9.89854279784493
15.8597555,17.578905,14.602204,9.967738252393858
15.76915,17.41264,14.526809,9.95984469467951
17.29704,19.271109,15.993016,11.376015489959755
16.932465,19.0388,15.550567,11.121714807868475
16.163206,18.046247,14.864018,10.278161661792351
15.749092,17.453129,14.486999,9.86419437933244
11.764443,12.23674,11.119716,5.889270573848677
15.259003,16.830053,13.991229,9.190750443140827
15.056729,16.522000000000002,13.871108,9.058927541027998
17.469288,19.76758,16.095837,11.539660882622957
18.787676,21.185505,17.311777,12.959188761801059
13.745860999999998,14.739531,12.744327,7.680389747917118
15.076429,16.546392,13.883782,9.16963277277654
15.799624,17.431175,14.550828,9.896633894449804
15.88637,17.510178,14.655223,10.007732419296751
8.062880999999999,8.115399,7.934578,2.0895992418784726
18.334375,20.665354,16.917213,12.462420464053942
16.051931,17.857403,14.763915,10.019876434963773
17.72816,19.676647,16.339354,11.69616963104907
16.061949,17.636566000000002,14.842452,10.030152566289264
15.332634,16.834682,14.125851999999998,9.388407824889748
16.142242,17.853619000000002,14.884672,10.070146270170497
17.784456,19.915323,16.40041,11.749464766418136
16.729471,18.534216,15.432439000000002,10.913648758422138
16.364952,18.108053,15.091725,10.421760352399652
12.984494,13.680075,12.178221,7.150643860271094
16.42759,17.677214000000003,14.863465,10.376918994822171
16.309057,17.934532,15.064763,10.54278212127811
14.422721,15.668482,13.307757,8.555249691580896
14.497884,15.761164,13.373514000000002,8.625732980226923
15.535953,17.15829,14.302048999999998,9.737576197687602
17.700129999999998,19.8833,16.341425,11.820455562613335
15.545759,17.146658,14.326574,9.754205430282976
16.190939999999998,17.884525,14.930304,10.343163639396375
14.766082999999998,16.160393,13.60672,8.975818275126343
14.935835999999998,16.371230999999998,13.754785,9.057704522569919
13.343563,14.183286,12.430514,7.352677312259665
10.220106,10.521666,9.758001,4.222172882412023
16.484833,18.280659,15.200507,10.491628542403738
17.43229,19.299408,16.071276,11.55914530388199
20.093601,21.38355,18.510256,14.180577497278618
16.96434,18.875708,15.65691,11.09836678100847
14.517282000000002,15.765807,13.41492,8.557700470189166
8.457032,8.550582,8.265784,2.511787520620434
12.356724,12.962783,11.60945,6.4203322560037055
8.982578,9.17164,8.648973,3.031490003213108
15.472005,17.046156,14.2520075,9.565535366286248
16.705673,18.481197,15.426296,10.802526484103016
16.739439,18.49957,15.446115,10.7857674837813
16.380363,18.338995,14.995120000000002,10.336811142514954
17.000732,18.87304,15.689526999999998,10.938187640706747
10.852708,11.218732,10.315723,4.8536266811300095
16.534676,18.47238,15.228864000000002,10.847066791793068
20.131947,22.063799,18.759954,14.417515804402145
18.22105,20.410877,16.749268,12.369228822557947
16.370272,18.285198,15.066061,10.458616026688091
14.253631,15.455842,13.1599655,8.39257520052316
16.150457,17.87376,14.895962,10.313359614746501
16.771492000000002,18.579212,15.458053,10.875661206855142
15.366571,17.116121,14.094139000000002,9.43762379749091
16.371069,18.176825,15.047388,10.379505202211968
15.110570999999998,16.526905,13.848368,9.194294350510063
11.243122,11.660387,10.659767,5.364322991033449
16.451237,18.248215,15.15344,10.685965338577981
16.659063,18.550852,15.369604,10.758639096423565
17.096529999999998,19.06684,15.789895,11.183110891390948
17.525033999999998,19.271332,16.065758,11.65493329340397
16.554312,18.430586,15.264185,10.570329117974222
17.016975,18.863272,15.644118,11.269204656907446
16.389706,18.196114,15.017231,10.553697812517772
8.694458000000001,8.8296,8.435411,2.797461673314494
16.163916,17.890495,14.907503,10.261741079401967
18.720884,21.48567,17.299670000000003,12.908210831146786
16.548742,17.765964999999998,14.557119,10.689058770039864
19.594437,21.866114000000003,18.080448,13.690616844425453
9.127249,9.332421,8.772399,3.2537423657292415
17.13457,18.836985,15.80242,11.204428310076807
14.829716,16.371328,13.618865,8.81038934560161
18.623074,20.542067000000003,17.07074,12.662316556344697
17.424408,19.6879,16.050257000000002,11.392697078372029
16.389322,18.150331,15.1272,10.437827561620718
15.714557,17.291426,14.443495,9.642897248204978
10.258661,10.566626,9.78972,4.394570222120324
15.35608,16.978153,14.118466,9.48641201445012
11.245581,11.686722,10.631167,5.377998215796714
16.659346,17.758537,14.579854999999998,10.779470019267235
14.003589000000002,15.088978,12.967407,8.08566520744348
13.436271,14.408178,12.450806,7.495095782112113
15.70949,17.283934,14.489482999999998,9.856308136581974
17.966413,20.143976,16.575832000000002,12.08939153743647
17.90811,20.173649,16.526138,11.901780326505094
12.3412075,12.926692999999998,11.615032,6.4242768432997295
20.136969,19.876408,18.590328,14.338749257334584
17.072746,19.197624,15.731770499999998,11.208618420921105
14.95656,16.437542,13.764223,9.08065812104655
9.480349,9.709743,9.096578,3.603709680059831
15.658017999999998,13.354084,12.616705,9.741283796766094
15.498874,17.083149,14.277882,9.555027663311606
16.225807,17.910025,14.73013,10.31420483910492
10.318543,10.752814,9.713055,4.456292112233525
12.88293,13.613399,12.041822,6.967608573598628
18.74261,21.16607,17.30834,12.873483371074666
16.366295,18.252256,15.036098499999998,10.315138224691468
12.8513975,13.601523,11.976962,7.023061495520219
16.526354,18.38873,15.211409,10.606119832854041
14.646771,15.937873000000002,13.523453,8.781401055546107
15.969354999999998,17.603113,14.718430499999998,10.069619743926522
13.120052,13.890932,12.2540245,7.112769096572494
17.015188000000002,18.794655,15.718329999999998,11.051630438165384
13.838589,15.11964,12.696818,8.014318242678124
15.761609,17.38431,14.495641,9.915515725495647
17.07396,19.013638,15.689895000000002,11.198905493193346
17.006933,19.192713,15.657029,11.189899103947145
9.519156,9.757975,9.122684,3.6733216918078124
18.97314,21.058762,17.394787,13.141762299217728
17.232824,19.339443,15.881497,11.348117281646287
12.22542,12.933791,11.341998,6.356030406195492
15.796402,17.45005,14.5379715,9.881905475291035
16.535069,18.031248,15.190764,10.77430596597916
15.040659,16.510082,13.851485,9.183381610101664
17.729267,19.978266,16.334073999999998,11.902506354525256
17.449679999999997,19.540018,16.110239,11.554927189480257
18.278637,20.577106,16.627895000000002,12.334790418196985
12.695118,13.352793,11.832242,6.795240630053087
16.23667,18.070854,14.943341,10.365934606396943
16.410528,18.127161,15.110377,10.557736188058012
11.1957445,11.587488,10.630802,5.287450121679738
16.77448,18.651928,15.472677,10.758149372890554
17.507032000000002,19.679441,16.168325,11.590328148424177
15.951862,17.276474,14.613192000000002,10.155338459454986
17.336529000000002,19.449354,16.00026,11.48078047370613
12.578384,13.275816,11.732773,6.668710612922652
16.729939,18.541136,15.4604845,10.698344579116426
10.582085,10.920115,10.086193,4.714943426129054
17.355387,19.538036,15.939848,11.436240552041674
18.176443,19.980335,16.754848000000003,12.201679911314478
15.491325,17.037052,14.271104,9.53940684525069
15.848988,15.522382,14.112881,9.91196313841815
15.629286,17.273115,14.392057,9.595907061827205
14.902891,16.29149,13.744243,8.993059567137653
15.780276999999998,17.436266,14.536875,9.917287666421608
16.687197,18.73355,15.370198,10.830064171298742
18.63107,21.02708,17.243313,12.60542429372721
14.769816,16.194897,13.595326000000002,8.853251629041099
18.151770000000003,20.6935,16.76541,12.28104661755944
10.782391,11.148117,10.247673,4.912780576634637
14.392325,15.615741,13.294287,8.471733475981763
17.925161,19.952383,16.538353,12.027379840974035
17.186275,19.137278,15.87088,11.233651290643222
19.134535,21.311464,17.679115,13.125973662845457
16.987776,18.840631,15.707933,11.065333365064955
16.068535,17.639551,14.789879999999998,10.150511456238991
11.770309,12.303642,11.074935,5.850449920831428
14.897606,16.314083,13.724266,8.972584568172614
12.816455,13.550349,11.975872,6.945838273949425
14.36582,15.561548000000002,13.281097,8.410578488970035
12.656398,13.349325,11.83896,6.7339639483272045
17.864223000000003,19.906815,16.49825,11.999551755945514
15.231965,16.725847,14.028324,9.22453684964685
15.883083,17.534536,14.640888,9.872990220021569
17.526812,19.818798,16.149664,11.54985986358794
11.224797,11.616415,10.666526,5.297221458677113
15.272767000000002,16.838993,14.055665,9.357961391152774
16.002958,17.66089,14.752529,10.11989624527682
16.55651,18.430262,15.254651999999998,10.645035041025817
15.763018,17.403456,14.512823999999998,9.828943304831133
15.571462,17.169413,14.336535,9.62289950233595
15.594181,17.206802,14.36325,9.73518670434328
16.056675,17.706226,14.817289,10.083731688363613
17.815107,19.89909,16.442636,11.841853091425897
15.594744,17.449202,14.297811,9.814816021030907
16.6007,18.439453,15.274367000000002,10.865478091679071
15.113566,16.613848,13.912943,9.169981991768568
18.60462,19.98688,17.08275,12.807921244586296
12.690761,13.593711,11.745448,6.848198074952961
15.820093,17.187738,14.105029,9.842945269978008
17.336128,19.542149,15.971820999999998,11.377112595271269
16.233845000000002,17.971235,14.975882999999998,10.312792042020984
14.428061499999998,15.612523,13.327563,8.430818993257923
11.361349,11.763279,10.7938385,5.378507313341071
12.2257805,12.856224,11.455091,6.297234979433364
15.683001,17.526531,14.391456,9.775953459478835
15.734475,17.374098,14.4984455,9.840733499473945
5.4652286,5.389687,5.5850987000000005,-0.45622824552981633
11.0316925,11.402491,10.489647,5.1271985385435865
15.9053,17.005010000000002,13.924207,10.03966522143616
13.767907999999998,15.043887,12.633884,7.8075686425607085
16.229882999999997,17.8414,14.860782,10.364994279956491
10.700294,11.062013,10.174756,4.753519163847152
14.100625,15.210004,13.045076,8.184662279451516
17.224045,19.23549,15.848776,11.351828135667384
16.41955,18.186008,15.158016,10.569050793949248
18.439472,20.110645,16.84786,12.56445790715292
15.796708,16.911665,13.89659,9.888781071675583
17.27373,19.288687,15.934874,11.416325173799377
13.055358,13.829419,12.188076,7.147060443006147
18.915936,21.415295,17.373907,13.131320102793744
16.918648,18.902292000000003,15.578723000000002,10.973789025700668
15.522597,17.113615,14.297203,9.67281728112024
17.053976000000002,18.96673,15.721962,11.12875660445065
17.141033,18.802006,15.705007,11.233518703502018
14.394832999999998,15.362218,12.876357,8.47963883378327
11.36066,11.792512,10.754639,5.446258368739077
17.566526,19.814295,16.197664000000003,11.563884703727702
15.13061,16.585145999999998,13.943732,9.209403001038668
17.724556,19.68126,16.366239999999998,11.655199009795655
18.815346,21.317513,17.414133,12.79155177146508
16.800127,18.715067,15.466311,10.902728664808054
7.724836,7.7683344,7.6132407,1.815643010361697
16.120659,18.1103,14.797684,10.222615995492955
18.452005,20.609,17.055037,12.560761321450011
17.735062,19.844421,16.36836,11.774454098842144
17.285707000000002,19.618542,15.906301999999998,11.318813637145992
16.012342,17.706566,14.759334,10.122224156295324
15.433293,16.937,14.235892000000002,9.508776758596639
17.914043,20.196144,16.513634,12.073235747620023
16.755125,18.654493,15.465189,10.892362783973393
17.336922,19.485289,15.9847765,11.332796514327413
11.67351,12.164201,11.020501,5.726939239961268
15.933972,17.564564,14.658225,9.984152184305577
13.786848999999998,14.863939000000002,12.754123,8.066354370527273
16.973827,18.671747,15.697231,11.00524739124898
14.394236,15.662531,13.277554,8.655500293200541
18.246931,20.604425,16.843956,12.259056521871994
16.373827,18.239973000000003,15.081622,10.471394349042297
17.014538,18.978699,15.707671,10.974184177775232
15.617566,17.433022,14.305309,9.65713383599478
19.371435,21.280155,17.704641,13.568738411976243
14.556505,14.443492,12.892928,8.657060752466533
8.666986999999999,8.801349,8.409553,2.7954881977097443
15.742748,17.467312,14.483962,9.88131644381553
16.538815,18.587372,15.206535999999998,10.673697416542883
17.556755,19.61564,16.188682999999997,11.853623132434256
17.448636999999998,19.820518,16.080465,11.573154066203173
17.67677,19.84145,16.326468,11.79836974332525
8.117218,8.163613,8.000439,2.110238892019561
15.691195,17.323444,14.455869,9.815359020941287
18.166792,20.197777,16.836538,12.397394585371702
17.826721,20.200285,16.473248,11.866114738377217
15.683770999999998,17.335882,14.438334,9.901178170551331
18.539545,21.289276,17.092451,12.69140132633154
16.600158999999998,18.475693,15.295756,10.818382423845662
18.215513,20.12075,16.884922,12.442412781601151
16.946127,18.791689,15.554144,11.03744058385374
16.034538,17.703585,14.789522,10.0320054623868
17.05291,18.96736,15.730144,11.130988754837533
16.74319,18.554575,15.46508,10.767815312588262
15.473668,17.078844,14.246894,9.62619748236623
8.463039,8.520574,8.180192,2.417881334420107
17.929585,20.007318,16.57425,11.925463100968697
16.418982999999997,18.178217,15.155356,10.503513975351963
11.374139,11.812689,10.760229,5.548282110411181
16.759678,18.464766,15.287604,10.964707080693602
16.162764000000003,18.123047,14.844962,10.10998961955238
16.78645,18.73513,15.465649,10.732714126820358
16.673927,18.49593,15.361838,10.878136503150577
16.169867,17.86854,14.904677,10.282269565474882
16.419573,18.23358,15.142095,10.616674322819069
15.704148000000002,17.518425,14.423649,9.731921491173042
17.497822,19.743795,16.160637,11.625048955907502
14.222757,15.400754,13.129127,8.43302324498976
14.876207,16.333307,13.6904745,9.08988371964961
16.381667999999998,18.199886,15.09535,10.477434417794253
16.150192,18.065353,14.824032999999998,10.245604713747625
16.562025,18.57987,15.233153,10.685581204712577
16.332684,18.193478,15.034359,10.41185709871381
16.848003,18.727636,15.556963,10.910529021450666
16.199305,17.909954,14.944973999999998,10.341272408810394
14.223161,15.378576,13.151908,8.328653818621818
16.883507,18.959637,15.541042,10.853915610020223
10.699944,11.045941,10.189158,4.955378769761312
15.341658,16.873945000000003,14.138096,9.338972650776023
16.81278,18.866405,15.464988,10.959358111010479
14.99734,16.450878,13.814941,9.12034322589961
16.478897,18.249315,15.211852,10.496504702911615
14.31615,15.500327,13.142497,8.459457370782966
17.176426,19.163666,15.856531,11.329412243905425
17.240501000000002,19.29181,15.792525,11.212389798805283
14.504381,16.027971,13.290659,8.743934446374185
16.403760000000002,18.1402,15.114928,10.747114326269049
15.156765,16.619087,13.967498999999998,9.125670819740215
15.7388735,17.360247,14.505815,9.725307521263723
15.3841915,16.915243,14.179557,9.392301689820597
15.184585,16.626242,13.924326,9.279796840772002
7.5100546,7.529403999999999,7.445819,1.5905110148369328
14.679453,15.983441,13.53486,8.715793100724692
17.53831,19.646318,16.160010999999997,11.72216061582728
16.758505,18.25999,15.326407,10.807315988701756
15.5720625,17.342949,14.302526,9.626653852424974
14.312518,15.862555,13.098733,8.622340001450446
16.09365,17.796753,14.845026,10.178630857932932
17.1751,19.408165,15.744677,11.225693691786232
17.585575,19.741964000000003,16.251312,11.707086058067393
11.321137,11.733129,10.748215,5.452288931965169
17.752708,19.973715,16.376184,11.863081853402186
7.5763793,7.579300999999999,7.542059399999999,1.674594529258706
15.138046,16.61104,13.945288,9.226906486424534
16.532207,18.34791,15.247410999999998,10.547942328530302
15.856123,17.588537,14.5697975,10.069720397237605
16.859148,18.36059,15.665356,11.106538350087975
17.95747,20.2411,16.577627,11.9977189528185
16.389816,18.51136,15.04145,10.624813387627775
16.28322,18.054464000000003,15.014160999999998,10.231841169166044
14.770715,16.163301,13.608763,8.864101738001482
16.44227,18.305752,15.156645,10.541908681227909
15.910518,17.715416,14.620327,9.98944357134959
17.029848,18.916872,15.735239000000002,11.13860255036797
17.505617,19.513544,16.107975,11.542224562727256
16.570257,18.245934,15.273648,10.527966517004025
16.931744000000002,18.977118,15.600993,10.912614109940268
12.946154,13.760665,12.054433,7.031352471651598
17.10632,19.044147,15.806921,11.124157708756172
15.836624,17.430239999999998,14.588656,9.961081139283921
15.893791,17.756123000000002,14.600337,10.030780012655919
15.95142,17.694859,14.689815,10.0059058768105
16.804085,18.703436,15.514609,10.9588878937161
17.651262,19.697866,16.29495,11.689530945183126
19.488766,21.68404,17.923716,13.754166387766684
17.450903,19.557827,16.101156,11.638725638189566
17.446281,19.534824,16.106983,11.537632939921343
11.61947,12.095277,10.971362,5.7329876773146555
16.62266,18.447008,15.349706,10.702560418926495
15.733221,17.377644,14.496139,9.92178576517082
17.205078,19.251295,15.878422,11.320633669596184
15.399339,16.915648,14.143296,9.540829416117942
17.25082,19.307789,15.923542,11.342474695184908
8.224358,8.318811,8.029489,2.3233994086180925
16.942259,18.21688,15.152904500000002,10.922039839313955
14.10301,15.236451,13.046615,8.208619788094442
18.057753,20.410109,16.64731,12.127735599601085
15.543586,17.15196,14.309855,9.685230792652161
15.291686,16.780912,13.9871645,9.404399487369124
14.576183,15.846381,13.440179999999998,8.627129816286804
16.420547,18.155327,15.160336,10.433688533182941
12.373555,12.92904,11.568714,6.3631596775971495
15.001899,16.439,13.830897,9.03738775277615
16.38945,18.063385,15.108975,10.401875166188802
14.972352,16.448112,13.784757999999998,9.235713766920805
9.14639,9.364947,8.769955,3.3276420247529224
16.221891,17.950557999999997,14.963409,10.241031120718533
17.029245,18.933493,15.690960999999998,11.130603177535559
14.698117000000002,15.947551999999998,13.589967,8.703143261365557
16.611276999999998,18.529697,15.297512,10.843862786700637
12.185783,12.785389,11.442599,6.152595273362152
10.356288,10.663863,9.883393,4.449358640291845
11.518101,11.98477,10.88176,5.624516499548543
15.698622,17.325634,14.463093,9.795124028670088
17.889223,19.776304,16.508411,11.966809109008114
10.088264,10.378861,9.629778,4.246833051899788
10.850357,11.209213,10.31779,4.97186558282165
16.455187,18.484138,15.127834,10.546078217443696
15.657911,16.588724,13.676154,9.879107969866984
11.751288,12.257214,11.073953,5.8688581156690205
16.489445,18.374868,15.160942000000002,10.42276895485557
15.985513,17.677452,14.737793,10.072533532112269
14.737524,16.099155,13.5921545,8.878591442322673
14.368297,15.504831,13.313242,8.345507332272218
16.53995,18.409744,15.244809,10.598229149485874
7.225947,7.2177815,7.206077599999999,1.3491223715299316
18.428596,20.910442,17.016373,12.372880505832802
17.763634,19.851377,16.3866,11.76016401133335
15.476971,16.976116,14.265221,9.490814328706719
16.417233,18.19841,15.137393,10.514852115724981
15.284413,16.846867,14.07082,9.409740134714061
16.619642000000002,18.412737,15.349699,10.534200443388059
17.700823,19.9818,16.32186,11.880201763181056
17.811529999999998,19.4336,16.30347,11.825498061135747
19.430815,21.636122,17.917492000000003,13.405478072055839
15.300985999999998,17.011105999999998,14.052477,9.59172293168403
15.383195,16.898467999999998,14.125137,9.513075647613082
15.38616,17.037228,14.149628,9.514736118565759
16.484882,18.487152,15.146474,10.654663416734476
6.3127637000000005,6.267447,6.363068,0.3596754194647067
14.968352,16.41713,13.79115,9.059355285196798
10.441349,10.7640915,9.956404,4.541692461450136
17.859156,20.128395,16.494802,11.976902606659273
16.325685999999997,18.025757,15.079725,10.351172442649135
8.781377,8.768661999999999,8.440205,2.8335492791808274
7.16922,7.126285,7.126081500000001,1.1850096601777809
16.107103,17.841260000000002,14.84991,10.187594417796163
16.115625,17.816532000000002,14.868823,10.245585529224506
18.358688,20.715685,16.966326000000002,12.489212699879273
16.511029999999998,18.537136,15.185866,10.609439969580478
15.288863,14.7923155,13.668109,9.385894227248883
15.925464000000002,17.74002,14.644699,10.041608182683767
